times,z,d,h,v,nearest_labels,haptic_messages,buzzer_messages
24.433239936828613,2.380816388888889,2.257241133739866,3,64,emergency exit,d,nan
24.489153146743774,2.3725830555555554,2.257241133739866,3,64,emergency exit,nan,nan
24.586756229400635,2.3701483333333337,2.2568615933837575,5,62,emergency exit,d,nan
24.63870930671692,2.3667522222222224,2.2568615933837575,5,62,emergency exit,nan,nan
24.74185872077942,2.3703883333333335,2.256466599771623,7,61,emergency exit,d,nan
24.817217111587524,2.3633241666666667,2.256502511194771,7,60,emergency exit,nan,nan
24.910237073898315,2.3609694444444442,2.2557431181502667,6,57,emergency exit,d,nan
24.96472406387329,2.359383611111111,2.2557431181502667,7,57,emergency exit,nan,nan
25.044041872024536,2.357365277777778,2.2554249191530054,9,56,emergency exit,d,nan
25.097859859466553,2.3621477777777775,2.2554249191530054,9,55,emergency exit,nan,nan
25.19965934753418,2.3699455555555557,2.2554249191530054,10,54,emergency exit,d,nan
25.250855922698975,2.3582783333333333,2.2550707404460213,9,54,emergency exit,nan,nan
25.354443788528442,2.3593519444444446,2.2547267756383853,9,52,emergency exit,d,nan
25.40658974647522,2.3565324999999997,2.25478325116366,9,52,emergency exit,nan,nan
25.48934817314148,2.3491958333333334,2.254393027223221,8,51,emergency exit,d,nan
25.541350841522217,2.3500930555555555,2.2544495111091245,9,50,emergency exit,nan,nan
25.641231536865234,2.353136388888889,2.2540695018558057,8,49,emergency exit,d,nan
25.6930570602417,2.3503972222222225,2.253756201886324,8,48,emergency exit,nan,nan
25.810766458511353,2.3480905555555553,2.2534531335671857,9,46,emergency exit,d,nan
25.875995874404907,2.3443902777777774,2.253509641011385,9,45,emergency exit,d,nan
25.950536012649536,2.348475,2.2531602991045574,9,44,emergency exit,d,nan
26.003549814224243,2.341699166666667,2.252934225343765,9,43,emergency exit,nan,nan
26.098204374313354,2.3371819444444446,2.2526618800653995,10,41,emergency exit,d,nan
26.15134024620056,2.3353558333333337,2.252605351354801,10,41,emergency exit,nan,nan
26.259860277175903,2.3322322222222223,2.2523432447568354,10,39,emergency exit,d,nan
26.330377340316772,2.3316555555555554,2.2523997800455504,10,39,emergency exit,d,nan
26.417741060256958,2.332280277777778,2.2519063337166862,11,36,emergency exit,d,nan
26.47022557258606,2.3248797222222226,2.2516749929733777,10,35,emergency exit,d,nan
26.563905954360962,2.321323611111111,2.251520752858366,11,32,emergency exit,d,nan
26.61621594429016,2.324783611111111,2.2512430943375934,11,32,emergency exit,d,nan
26.942309141159058,2.321900277777778,2.2508522568703606,11,29,emergency exit,c,nan
27.021414518356323,2.319593611111111,2.2506722432552797,11,28,emergency exit,nan,nan
27.083858013153076,2.3163738888888887,2.2506722432552797,10,26,emergency exit,nan,nan
27.14684009552002,2.3125294444444444,2.250502502943283,10,26,emergency exit,nan,nan
27.212247371673584,2.311039722222222,2.250502502943283,10,24,emergency exit,nan,nan
27.305272579193115,2.305225,2.2503430382590737,11,24,emergency exit,nan,nan
27.359235763549805,2.307723888888889,2.250054944372222,11,21,emergency exit,nan,nan
27.4162700176239,2.308492777777778,2.250054944372222,11,20,emergency exit,nan,nan
27.48212504386902,2.3049366666666664,2.249993205167508,11,19,emergency exit,nan,nan
27.535359859466553,2.3056574999999997,2.249993205167508,11,18,emergency exit,nan,nan
27.59335494041443,2.3032066666666666,2.2498748668658703,11,17,emergency exit,nan,nan
27.662354230880737,2.305369166666667,2.2497668135853495,12,16,emergency exit,nan,nan
